timestamp,co2
6/14/2024 14:38,1123
6/14/2024 14:38,1125
6/14/2024 14:38,1126
6/14/2024 14:38,1126
6/14/2024 14:38,1125
6/14/2024 14:38,1125
6/14/2024 14:38,1124
6/14/2024 14:38,1121
6/14/2024 14:38,1118
6/14/2024 14:38,1114
6/14/2024 14:38,1114
6/14/2024 14:38,1113
6/14/2024 14:38,1112
6/14/2024 14:38,1111
6/14/2024 14:38,1112
6/14/2024 14:38,1114
6/14/2024 14:38,1117
6/14/2024 14:38,1119
6/14/2024 14:38,1119
6/14/2024 14:38,1120
6/14/2024 14:39,1120
6/14/2024 14:39,1120
6/14/2024 14:39,1120
6/14/2024 14:39,1118
6/14/2024 14:39,1116
6/14/2024 14:50,1127
6/14/2024 14:51,1105
6/14/2024 14:52,1108
6/14/2024 14:53,1089
6/14/2024 14:54,1098
6/14/2024 14:55,1077
6/14/2024 14:56,1083
6/14/2024 14:57,1075
6/14/2024 14:58,1051
6/14/2024 14:59,1045
6/14/2024 15:00,1051
6/14/2024 15:01,1033
6/14/2024 15:02,1039
6/14/2024 15:03,1037
6/14/2024 15:04,1025
6/14/2024 15:05,1026
6/14/2024 15:06,1026
6/14/2024 15:07,1033
6/14/2024 15:08,1017
6/14/2024 15:09,1017
6/14/2024 15:10,1021
6/14/2024 15:11,1024
6/14/2024 15:12,1007
6/14/2024 15:13,1016
6/14/2024 15:14,1037
6/14/2024 15:15,1040
6/14/2024 15:16,1037
6/14/2024 15:17,1037
6/14/2024 15:18,1058
6/14/2024 15:19,1040
6/14/2024 15:20,1056
6/14/2024 15:21,1053
6/14/2024 15:22,1052
6/14/2024 15:23,1051
6/14/2024 15:24,1060
6/14/2024 15:32,1098
6/14/2024 15:33,1087
6/14/2024 15:34,1072
6/14/2024 15:35,1072
6/14/2024 15:36,1070
6/14/2024 15:37,1081
6/14/2024 15:38,1076
6/14/2024 15:39,1065
6/14/2024 15:40,1066
6/14/2024 15:41,1068
6/14/2024 15:42,1068
6/14/2024 15:43,1045
6/14/2024 15:44,1070
6/14/2024 15:45,1069
6/14/2024 15:46,1053
6/14/2024 15:47,1046
6/14/2024 15:48,1056
6/14/2024 15:49,1055
6/14/2024 15:50,1051
6/14/2024 15:51,1042
6/14/2024 15:52,1068
6/14/2024 15:53,1042
6/14/2024 15:54,1057
6/14/2024 15:55,1050
6/14/2024 15:56,1044
6/14/2024 15:57,1044
6/14/2024 15:58,1030
6/14/2024 15:59,1055
6/14/2024 16:00,1034
6/14/2024 16:01,1049
6/14/2024 16:02,1042
6/14/2024 16:03,1040
6/14/2024 16:04,1050
6/14/2024 16:05,1043
6/14/2024 16:06,1045
6/14/2024 16:07,1043
6/14/2024 16:08,1038
6/14/2024 16:09,1034
6/14/2024 16:10,1045
6/14/2024 16:11,1040
6/14/2024 16:12,1040
6/14/2024 16:13,1036
6/18/2024 13:14,968
6/18/2024 13:14,965
6/18/2024 13:17,984
6/18/2024 13:17,982
6/18/2024 13:18,979
6/18/2024 13:18,970
6/18/2024 13:19,970
6/18/2024 13:19,978
6/18/2024 13:20,980
6/18/2024 13:20,983
6/18/2024 13:21,956
6/18/2024 13:21,971
6/18/2024 13:22,973
6/18/2024 13:22,973
6/18/2024 13:23,958
6/18/2024 13:23,973
6/18/2024 13:24,958
6/18/2024 13:24,956
6/18/2024 13:25,961
6/18/2024 13:25,966
6/18/2024 13:26,975
6/18/2024 13:26,969
6/18/2024 13:27,965
6/18/2024 13:27,974
6/18/2024 13:28,974
6/18/2024 13:28,972
6/18/2024 13:29,961
6/18/2024 13:29,990
6/18/2024 13:30,974
6/18/2024 13:30,982
6/18/2024 13:31,971
6/18/2024 13:31,975
6/18/2024 13:32,967
6/18/2024 13:32,973
6/18/2024 13:33,956
6/18/2024 13:33,973
6/18/2024 13:34,974
6/18/2024 13:34,971
6/18/2024 13:35,965
6/18/2024 13:35,953
6/18/2024 13:36,968
6/18/2024 13:36,972
6/18/2024 13:37,982
6/18/2024 13:37,978
6/18/2024 13:38,990
6/18/2024 13:38,978
6/18/2024 13:39,975
6/18/2024 13:39,967
6/18/2024 13:40,963
6/18/2024 13:40,963
6/18/2024 13:41,961
6/18/2024 13:41,975
6/18/2024 13:42,970
6/18/2024 13:42,978
6/18/2024 13:43,965
6/18/2024 13:43,971
6/18/2024 13:44,966
6/18/2024 13:44,969
6/18/2024 13:45,974
6/18/2024 13:45,961
6/18/2024 13:46,979
6/18/2024 13:46,973
6/18/2024 13:47,960
6/18/2024 13:47,950
6/18/2024 13:48,964
6/18/2024 13:48,961
6/18/2024 13:49,945
6/18/2024 13:49,951
6/18/2024 13:50,952
6/18/2024 13:50,944
6/18/2024 13:51,949
6/18/2024 13:51,939
6/18/2024 13:52,938
6/18/2024 13:52,940
6/18/2024 13:53,938
6/18/2024 13:53,951
6/18/2024 13:54,938
6/18/2024 13:54,923
6/18/2024 13:55,936
6/18/2024 13:55,935
6/18/2024 13:56,935
6/18/2024 13:56,923
6/18/2024 13:57,912
6/18/2024 13:57,919
6/18/2024 13:58,921
6/18/2024 13:58,926
6/18/2024 13:59,919
6/18/2024 13:59,912
6/18/2024 14:00,894
6/18/2024 14:00,925
6/18/2024 14:07,946
6/18/2024 14:08,955
6/18/2024 14:08,956
6/18/2024 14:09,967
6/18/2024 14:09,980
6/18/2024 14:10,993
6/18/2024 14:10,1012
6/18/2024 14:11,1006
6/18/2024 14:11,998
6/18/2024 14:12,984
6/18/2024 14:12,1010
6/18/2024 14:13,994
6/18/2024 14:13,996
6/18/2024 14:14,1006
6/18/2024 14:14,1004
6/18/2024 14:15,1007
6/18/2024 14:15,1016
6/18/2024 14:16,1015
6/18/2024 14:16,996
6/18/2024 14:17,1003
6/18/2024 14:17,1003
6/18/2024 14:18,997
6/18/2024 14:18,995
6/18/2024 14:19,973
6/18/2024 14:19,985
6/18/2024 14:20,983
6/18/2024 14:20,975
6/18/2024 14:21,963
6/18/2024 14:21,965
6/18/2024 14:22,995
6/18/2024 14:22,987
6/18/2024 14:23,975
6/18/2024 14:23,979
6/18/2024 14:24,1006
6/18/2024 14:24,977
6/18/2024 14:25,985
6/18/2024 14:25,977
6/18/2024 14:26,956
6/18/2024 14:26,970
6/18/2024 14:27,971
6/18/2024 14:27,965
6/18/2024 14:28,960
6/18/2024 14:28,966
6/18/2024 14:29,958
6/18/2024 14:29,962
6/18/2024 14:30,966
6/18/2024 14:30,974
6/18/2024 14:31,969
6/18/2024 14:31,945
6/18/2024 14:32,969
6/18/2024 14:32,942
6/18/2024 14:33,961
6/18/2024 14:33,968
6/18/2024 14:34,958
6/18/2024 14:34,958
6/18/2024 14:35,956
6/18/2024 14:35,953
6/18/2024 14:36,941
6/18/2024 14:36,940
6/18/2024 14:37,955
6/18/2024 14:37,954
6/18/2024 14:38,941
6/18/2024 14:38,945
6/18/2024 14:39,937
6/18/2024 14:39,952
6/18/2024 14:40,938
6/18/2024 14:40,947
6/18/2024 14:41,948
6/18/2024 14:41,927
6/18/2024 14:42,939
6/18/2024 14:42,933
6/18/2024 14:43,928
6/18/2024 14:43,934
6/18/2024 14:44,938
6/18/2024 14:44,939
6/18/2024 14:45,937
6/18/2024 14:45,938
6/18/2024 14:46,944
6/18/2024 14:46,927
6/18/2024 14:47,940
6/18/2024 14:47,943
6/18/2024 14:48,952
6/18/2024 14:48,936
6/18/2024 14:49,944
6/18/2024 14:49,931
6/18/2024 14:50,952
6/18/2024 14:50,959
6/18/2024 14:51,934
6/18/2024 14:51,948
6/18/2024 14:52,954
6/18/2024 14:52,948
6/18/2024 14:53,946
6/18/2024 14:53,947
