Time,count
6/20/2024 9:42,1
6/20/2024 11:00,2
6/20/2024 11:34,1
6/20/2024 11:47,2
6/20/2024 11:49,3
6/20/2024 11:55,4
6/20/2024 12:17,3
6/20/2024 12:18,4
6/20/2024 12:43,3
6/20/2024 13:45,2
